hour,day,month,weekday,electricity_lag1,electricity_lag24,electricity_rolling24,is_holiday,is_semester,is_exam,campus_id_x,campus_id_y,apparent_temperature,air_temperature,dew_point_temperature,relative_humidity,wind_speed,wind_direction,water_lag1h,water_lag24h,water_lag168h,water_rolling7d,electricity_true,water_true,garbage_true,electricity_pred,water_pred,garbage_pred,is_anomaly,electricity_cost_actual,water_cost_actual,garbage_cost_actual,total_cost_actual,electricity_cost_pred,water_cost_pred,garbage_cost_pred,total_cost_pred,cost_difference
21,12,5,2,12.315968447488585,12.061967727272728,12.668241394414252,0.0,0,0,1.0,1.0,8.421111111111111,9.122222222222222,8.379444444444443,95.25555555555556,1.8422222222222224,150.84444444444443,206.72838333333337,169.15371666666667,167.77528333333333,169.69711457665528,11.646150093896713,206.76413333333332,81.9066806561035,11.699819,203.06628,85.12219,0,93.1692007511737,9304.385999999999,6143.001049207763,15540.556249958936,93.59855,9137.982,6384.1646,15615.746,-75.18984379106405
22,12,5,2,11.646150093896713,11.416481863636363,12.668119488805749,0.0,0,0,1.0,1.0,7.575555555555555,8.376666666666667,7.803333333333333,96.19444444444444,1.6055555555555556,163.0222222222222,206.76413333333332,169.1897,167.88096666666667,169.92881130284573,11.413556129032258,206.8060166666667,84.84701271136787,11.415993,203.06628,85.365944,0,91.30844903225807,9306.270750000001,6363.5259533525905,15761.105152384851,91.32794,9137.982,6402.446,15631.756,129.34929300985095
23,12,5,2,11.413556129032258,11.104655610859728,12.669547003081943,0.0,0,0,1.0,1.0,6.619999999999999,7.692777777777778,7.22,96.92777777777778,2.3455555555555554,175.12222222222223,206.8060166666667,169.19886666666667,167.88555,170.16069513221083,11.138915953488373,206.84203333333335,78.95673909712211,11.099694,203.3259,79.48175,0,89.11132762790699,9307.891500000002,5921.755432284158,15318.758259912065,88.797554,9149.665,5961.1313,15199.594,119.16450991206511
0,10,6,3,11.138915953488373,10.368489818181818,12.376504389129922,0.0,0,0,3.0,1.0,4.713888888888889,10.130555555555556,8.154444444444444,89.02222222222223,26.02388888888889,147.59444444444443,206.84203333333335,205.67886666666666,202.77255,169.66485276039418,3.335467083333333,119.4710315348,62.60362760772265,3.4216182,117.355484,64.9441,1,26.683736666666665,5376.196419066,4695.272070579199,10098.152226311866,27.372946,5280.9966,4870.8076,10179.178,-81.02550806313411
1,10,6,3,3.335467083333333,10.162539818181818,12.09764957031679,0.0,0,0,3.0,1.0,4.807222222222222,10.187777777777777,8.201666666666666,89.05555555555556,25.869444444444444,174.23888888888888,119.4710315348,205.71653333333333,202.81723333333332,169.16875046794257,3.4700241666666667,119.47204820146666,67.74347002652968,3.4863043,115.300575,65.55784,1,27.760193333333333,5376.242169065999,5080.7602519897255,10484.76261438906,27.890434,5188.526,4916.838,10133.254,351.5087081390593
2,10,6,3,3.4700241666666667,9.98152659090909,11.819976865140022,0.0,0,0,3.0,1.0,5.471111111111111,10.387777777777778,8.531666666666666,89.52222222222223,23.989444444444448,162.16666666666666,119.47204820146666,205.7472,202.85756666666666,168.67241077469734,3.317381666666667,119.47249820146666,59.453644969232506,3.4623594,115.300575,61.06305,0,26.539053333333335,5376.262419066,4459.023372692438,9861.82484509177,27.698875,5188.526,4579.7285,9795.953,65.87172009177084
3,10,6,3,3.317381666666667,9.59227201923077,11.583377267116518,0.0,0,0,1.0,1.0,5.297777777777778,10.604999999999999,8.918333333333333,90.34444444444445,26.37611111111111,132.99444444444444,119.47249820146666,205.77553333333333,202.89093333333332,168.1758728671664,3.9138816666666667,119.47256486813333,62.328128722011506,3.8526127,115.300575,62.931084,0,31.311053333333334,5376.265419066,4674.609654150863,10082.186126550196,30.820902,5188.526,4719.831,9939.178,143.0083921751957
4,10,6,3,3.9138816666666667,10.091534234234235,11.329967785134535,0.0,0,0,1.0,1.0,6.236111111111111,10.822222222222223,8.911111111111111,89.02777777777777,22.552222222222223,127.92777777777778,119.47256486813333,205.81203333333332,202.93276666666668,167.67919349138148,4.009706666666667,119.4906315348,63.82593797007236,4.017681,115.300575,62.608326,0,32.07765333333334,5377.078419066,4786.945347755427,10196.10142015476,32.14145,5188.526,4695.6245,9916.292,279.8094279672605
5,10,6,3,4.009706666666667,10.370691181818183,11.054585860892113,0.0,0,0,1.0,1.0,7.176111111111111,10.694444444444445,9.120555555555557,90.95,17.45888888888889,128.34444444444443,119.4906315348,205.8417,202.9726,167.1822809806759,3.7615250000000002,119.49129820146668,58.235241552087615,3.9083488,117.818275,60.350193,0,30.092200000000002,5377.108419066,4367.643116406571,9774.843735472572,31.26679,5301.8223,4526.2646,9859.354,-84.509780152428
6,10,6,3,3.7615250000000002,11.805569863636364,11.02488301935171,0.0,0,0,1.0,1.0,7.666666666666667,10.43388888888889,9.100555555555555,92.20555555555555,13.620555555555555,148.3388888888889,119.49129820146668,205.86553333333333,203.0069333333333,166.68517898584338,11.092701666666665,119.49379820146667,65.32118172056887,10.706936,117.818275,64.51147,0,88.74161333333332,5377.2209190660005,4899.088629042665,10365.051161442,85.65549,5301.8223,4838.36,10225.838,139.21327081699928
7,10,6,3,11.092701666666665,12.5626421719457,10.97141914413175,0.0,0,0,1.0,1.0,7.587777777777777,10.441666666666666,9.357777777777779,93.47777777777777,14.471111111111112,161.15555555555557,119.49379820146667,205.90486666666666,203.07011666666668,166.1877356219632,11.279509166666665,119.4996315348,64.36581736542577,11.611147,117.818275,64.71063,0,90.23607333333332,5377.483419066,4827.436302406933,10295.155794806265,92.889175,5301.8223,4853.2974,10248.009,47.147005743765476
8,10,6,3,11.279509166666665,13.484246787330317,11.017297194659653,0.0,0,0,1.0,1.0,7.835,10.972222222222221,9.212222222222222,89.69444444444444,15.575555555555555,141.32777777777778,119.4996315348,205.95469999999997,203.13415,165.69002221840051,14.585320000000001,119.51829820146666,198.7644561272946,13.790297,117.818275,193.75113,0,116.68256000000001,5378.323419066,14907.334209547096,20402.340188613096,110.32237,5301.8223,14531.335,19943.48,458.85971986309596
9,10,6,3,14.585320000000001,13.715006728971964,10.86040628928582,0.0,0,0,1.0,1.0,7.545555555555556,11.397222222222222,9.233888888888888,87.6,19.255555555555556,151.17777777777778,119.51829820146666,206.0058666666667,203.19956666666667,165.19201050588723,9.949625,119.53359896443334,186.91111570967547,10.088106,117.44901,192.16216,0,79.597,5379.0119533995,14018.333678225661,19476.942631625163,80.70485,5285.2056,14412.162,19778.072,-301.1296339998371
10,10,6,3,9.949625,14.831008256880734,10.615962021638012,0.0,0,0,1.0,1.0,8.282777777777778,12.238888888888889,9.487222222222222,84.08333333333333,20.04111111111111,169.9611111111111,119.53359896443334,206.0692,203.28615,164.6936632820424,8.964345833333335,119.56381639406666,189.32214414464994,9.238409,117.736244,189.50075,0,71.71476666666668,5380.3717377329995,14199.160810848745,19651.247315248413,73.90727,5298.131,14212.556,19584.594,66.65356524841263
11,10,6,3,8.964345833333335,15.159346333333334,10.311393341082455,0.0,0,0,1.0,1.0,8.97111111111111,12.925555555555555,10.01,83.24444444444444,20.790555555555557,174.06666666666666,119.56381639406666,206.14663333333334,203.4438,164.19449889549912,7.849698,119.58418306073334,210.72005965995524,7.9281974,117.736244,208.55882,0,62.797584,5381.288237733001,15804.004474496644,21248.090296229646,63.42558,5298.131,15641.912,21003.469,244.6215462296459
12,10,6,3,7.849698,15.14997820754717,9.880805637990214,0.0,0,0,3.0,1.0,9.483333333333333,13.397222222222222,10.258888888888889,82.17777777777778,21.01388888888889,163.45555555555555,119.58418306073334,206.25910000000002,203.69515,163.6940610084044,4.815873333333333,119.62158496808334,210.0518312159952,4.782718,117.736244,208.53131,0,38.526986666666666,5382.97132356375,15753.887341199641,21175.385651430057,38.261745,5298.131,15639.849,20976.242,199.1434639300569
13,10,6,3,4.815873333333333,15.591887547169812,9.394452875608138,0.0,0,0,3.0,1.0,10.172222222222222,14.025,9.362777777777778,73.87222222222222,19.302222222222223,143.13333333333333,119.62158496808334,206.32371666666668,203.8058,163.1935506052528,3.9194212499999996,119.72005227053334,206.04975001521004,3.9000788,117.736244,204.63063,0,31.355369999999997,5387.402352174,15453.731251140753,20872.488973314754,31.20063,5298.131,15347.297,20676.629,195.86006706475382
14,10,6,3,3.9194212499999996,15.780389631336407,8.893007873608008,0.0,0,0,3.0,1.0,10.226111111111111,14.223333333333333,8.305555555555555,67.70555555555555,18.631666666666664,146.11666666666667,119.72005227053334,206.38770000000002,203.89356666666666,162.69283088427323,3.7457095833333334,119.7726535421,191.6466413078386,3.8422391,117.736244,189.49419,0,29.965676666666667,5389.7694093945,14373.498098087894,19793.23318414906,30.737913,5298.131,14212.064,19540.934,252.29959039905953
15,10,6,3,3.7457095833333334,14.949298475336324,8.458938770468995,0.0,0,0,3.0,1.0,9.959999999999999,14.033333333333333,7.7105555555555565,66.09444444444445,18.25611111111111,148.49444444444444,119.7726535421,206.45016666666666,203.97056666666668,162.1919038295927,4.53164,119.81482148033334,178.34452330481577,4.5329742,117.736244,183.45686,0,36.25312,5391.666966615,13375.839247861182,18803.759334476184,36.263794,5298.131,13759.265,19093.66,-289.90082177381555
16,10,6,3,4.53164,14.37086554054054,8.07175977225203,0.0,0,0,3.0,1.0,9.128333333333332,13.359444444444444,6.680000000000001,64.69444444444444,17.95777777777778,153.76666666666668,119.81482148033334,206.51898333333332,204.0528666666667,161.69064631856293,5.0785695833333335,119.84160481366666,187.44624582785943,4.902038,117.736244,186.46132,0,40.62855666666667,5392.872216615,14058.468437089457,19491.969210371124,39.216305,5298.131,13984.599,19321.945,170.02389787112406
17,10,6,3,5.0785695833333335,13.51055407239819,7.772603022707661,0.0,0,0,3.0,1.0,8.35,11.764444444444443,6.598888888888888,71.57222222222222,13.76888888888889,174.67777777777778,119.84160481366666,206.59158333333335,204.12856666666667,161.18913097023156,6.330792083333333,119.873988147,186.05093752294778,6.242412,117.736244,188.14583,0,50.64633666666666,5394.3294666150005,13953.820314221084,19398.796117502752,49.939297,5298.131,14110.9375,19459.008,-60.21169499724783
18,10,6,3,6.330792083333333,13.359388904109588,7.477524908647538,0.0,0,0,3.0,1.0,7.716111111111112,10.445,7.196666666666667,80.75,10.922777777777778,197.80555555555554,119.873988147,206.63735,204.16933333333333,160.6874502449161,6.277514166666666,119.88697148033334,196.00534513534438,6.403507,117.736244,192.97015,0,50.22011333333333,5394.913716615,14700.40088515083,20145.534715099166,51.228058,5298.131,14472.762,19822.121,323.4136213491656
19,10,6,3,6.277514166666666,12.717301266968326,7.193775671829414,0.0,0,0,3.0,1.0,7.271111111111111,9.51388888888889,7.241666666666666,86.13333333333334,8.414444444444445,179.46666666666667,119.88697148033334,206.68581666666668,204.21529999999998,160.1856063251562,5.907319583333333,119.90552148033333,118.93759900272822,5.961574,117.736244,117.913185,0,47.258556666666664,5395.748466615,8920.319925204616,14363.326948486283,47.692593,5298.131,8843.489,14189.3125,174.01444848628307
20,10,6,3,5.907319583333333,12.315968447488585,6.9116931670729445,0.0,0,0,3.0,1.0,7.030555555555556,9.350555555555555,6.898333333333333,85.06666666666666,8.412222222222223,153.51111111111112,119.90552148033333,206.72838333333337,204.25306666666668,159.68370458323236,5.545988333333334,119.93357402346668,118.4023621672337,5.5846906,117.736244,117.08533,0,44.36790666666667,5397.010831056001,8880.177162542528,14321.555900265195,44.677525,5298.131,8781.399,14124.208,197.3478924526953
21,10,6,3,5.545988333333334,11.646150093896713,6.663021826355025,0.0,0,0,3.0,1.0,6.017777777777778,8.241666666666667,6.283888888888888,87.82777777777778,7.174444444444445,143.82222222222222,119.93357402346668,206.76413333333332,204.28623333333334,159.18166186908633,5.678037916666667,119.9430573568,58.37687763684868,5.647632,117.736244,58.665665,0,45.424303333333334,5397.4375810559995,4378.265822763651,9821.127707152984,45.181057,5298.131,4399.925,9743.236,77.89137902798393
22,10,6,3,5.678037916666667,11.413556129032258,6.418120824450903,0.0,0,0,3.0,1.0,4.726666666666667,6.354444444444444,5.481666666666667,94.17777777777778,3.236666666666667,155.54444444444445,119.9430573568,206.8060166666667,204.32823333333332,158.67940982954346,5.535932083333333,119.94989069013334,50.679101092519765,5.5309463,117.736244,53.337315,0,44.287456666666664,5397.745081056,3800.9325819389824,9242.96511966165,44.24757,5298.131,4000.2986,9342.677,-99.71163815084947
23,10,6,3,5.535932083333333,11.138915953488373,6.1735860625,0.0,0,0,3.0,1.0,3.598888888888889,5.882222222222222,5.341111111111111,96.2611111111111,6.384444444444445,171.17222222222222,119.94989069013334,206.84203333333335,204.3689,158.1769325915879,5.270081666666667,119.95272402346667,58.526857380664985,5.268172,117.80005,57.77464,0,42.160653333333336,5397.872581056,4389.514303549874,9829.547537939208,42.145374,5301.002,4333.098,9676.246,153.30144418920827
0,11,6,4,5.270081666666667,3.335467083333333,6.162887729166666,0.0,0,0,3.0,1.0,3.6344444444444446,6.192222222222222,5.520555555555556,95.53888888888889,7.9222222222222225,220.36111111111111,119.95272402346667,119.4710315348,118.786538029,158.47700865490737,3.078707083333333,169.19931666666668,66.81389091723149,3.1139276,164.60419,68.329735,1,24.629656666666666,7613.96925,5011.0418187923615,12649.640725459029,24.91142,7407.1885,5124.73,12556.83,92.81064733402854
1,11,6,4,3.078707083333333,3.4700241666666667,6.146336999999999,0.0,0,0,3.0,1.0,3.3383333333333334,5.928888888888889,5.188888888888889,95.03888888888889,7.783333333333333,217.08333333333334,169.19931666666668,119.47204820146666,118.84607136233333,158.77677856743315,3.0728066666666667,169.20741666666666,71.36008653238102,3.1227896,166.9685,72.22895,1,24.582453333333333,7614.33375,5352.006489928576,12990.92269326191,24.982317,7513.583,5417.1714,12955.736,35.186365136909444
2,11,6,4,3.0728066666666667,3.317381666666667,6.1334872604166675,0.0,0,0,3.0,1.0,3.1799999999999997,5.581111111111111,4.858888888888889,95.22777777777777,6.472222222222222,211.35555555555555,169.20741666666666,119.47249820146666,118.860888029,159.0764778450383,3.008987916666667,169.21036666666666,72.28307255388579,3.090484,166.9685,73.52787,1,24.071903333333335,7614.4664999999995,5421.230441541434,13059.768844874767,24.723871,7513.583,5514.5903,13052.896,6.872360499766728
3,11,6,4,3.008987916666667,3.9138816666666667,6.381837231821895,0.0,0,0,3.0,1.0,3.441111111111111,5.838333333333334,4.918333333333333,93.9888888888889,6.4622222222222225,212.31666666666666,169.21036666666666,119.47256486813333,118.861388029,159.3761747416911,9.874280980392157,169.2104666666667,83.66242672549117,9.656537,166.9685,78.934135,1,78.99424784313726,7614.471000000001,6274.682004411838,13968.147252254978,77.2523,7513.583,5920.06,13510.8955,457.2517444424775
4,11,6,4,9.874280980392157,4.009706666666667,6.665025834114664,0.0,0,0,1.0,1.0,3.0833333333333335,5.4383333333333335,4.6722222222222225,94.93333333333334,6.018888888888889,252.9777777777778,169.2104666666667,119.4906315348,118.87327136233333,159.6764176700899,10.806233121693122,169.31408333333331,79.55932707664454,10.6397085,166.9685,78.05517,0,86.44986497354498,7619.133749999999,5966.94953074834,13672.533145721885,85.11767,7513.583,5854.1377,13452.838,219.69525509688538
5,11,6,4,10.806233121693122,3.7615250000000002,6.962421740528278,0.0,0,0,1.0,1.0,2.4916666666666667,5.222222222222222,4.429444444444444,94.82222222222222,7.687777777777778,275.05,169.31408333333331,119.49129820146668,118.87762136233333,159.97673599531413,10.899026753926702,169.3311,71.97647376880839,11.074199,166.9685,73.74093,0,87.19221403141361,7619.8994999999995,5398.235532660629,13105.327246692043,88.59359,7513.583,5530.57,13132.746,-27.418847057957464
6,11,6,4,10.899026753926702,11.092701666666665,7.017645275684527,0.0,0,0,1.0,1.0,2.636111111111111,5.4944444444444445,4.799444444444444,95.26666666666667,8.685555555555556,269.25555555555553,169.3311,119.49379820146667,118.88037136233334,160.27706672133195,12.418066510416667,169.33593333333334,71.19024415888322,12.183901,166.9685,72.019264,0,99.34453208333333,7620.117,5339.268311916241,13058.729843999576,97.47121,7513.583,5401.445,13012.499,46.23082056207568
7,11,6,4,12.418066510416667,11.279509166666665,7.118007070877954,0.0,0,0,1.0,1.0,3.4716666666666667,5.698888888888889,5.088888888888889,95.78333333333333,5.713333333333334,256.65,169.33593333333334,119.4996315348,118.897538029,160.5772972489371,13.6881922513089,169.33626666666666,78.82785327323933,13.536686,166.9685,85.2762,0,109.5055380104712,7620.132,5912.08899549295,13641.72653350342,108.29349,7513.583,6395.715,14017.592,-375.8652633715792
8,11,6,4,13.6881922513089,14.585320000000001,7.077673531381425,0.0,0,0,1.0,1.0,4.901111111111112,7.154444444444445,6.208333333333333,93.7388888888889,7.096111111111111,220.74444444444444,169.33626666666666,119.51829820146666,118.903038029,160.87749702257403,13.617315052083333,169.3366,222.3890011492718,13.70701,166.9685,222.0028,0,108.93852041666666,7620.147,16679.175086195384,24408.26060661205,109.65608,7513.583,16650.21,24273.45,134.81138786204974
9,11,6,4,13.617315052083333,9.949625,7.243676760548092,0.0,0,0,1.0,1.0,7.4366666666666665,9.393333333333333,7.140000000000001,86.26666666666667,6.593333333333333,225.34444444444443,169.3366,119.53359896443334,118.91257136233334,161.1776400501792,13.9337025,169.3366,238.66000867927178,13.932352,166.9685,235.70691,0,111.46962,7620.147,17899.500650945385,25631.117270945386,111.45882,7513.583,17678.018,25303.059,328.0586771953858
10,11,6,4,13.9337025,8.964345833333335,7.454995325116649,0.0,0,0,1.0,1.0,8.943888888888889,10.630555555555556,7.658333333333333,82.70555555555555,5.859999999999999,199.21666666666667,169.3366,119.56381639406666,118.919138029,161.4782927008002,14.035991382978724,169.42878333333334,235.62535824403196,13.955469,166.9685,234.87936,0,112.28793106382979,7624.29525,17671.901868302397,25408.485049366227,111.64375,7513.583,17615.953,25241.18,167.30536186622703
11,11,6,4,14.035991382978724,7.849698,7.694586617430986,0.0,0,0,1.0,1.0,10.909444444444444,12.262777777777778,8.012777777777778,76.87222222222222,4.63,206.3388888888889,169.42878333333334,119.58418306073334,118.92597136233333,161.77901955777045,13.599889015544042,169.44808333333333,252.13654196745574,13.760216,166.9685,252.33357,0,108.79911212435233,7625.16375,18910.24064755918,26644.20350968353,110.081726,7513.583,18925.018,26548.682,95.52186905853159
12,11,6,4,13.599889015544042,4.815873333333333,8.069668702226307,0.0,0,0,1.0,1.0,12.178333333333333,13.602777777777778,8.218333333333334,72.26666666666667,5.202222222222222,161.02777777777777,169.44808333333333,119.62158496808334,118.93033834688335,162.0797830199914,13.817843368421054,169.4586,246.31663741770345,13.649755,166.9685,250.05597,0,110.54274694736843,7625.637,18473.74780632776,26209.927553275127,109.19804,7513.583,18754.197,26376.979,-167.05096234987286
13,11,6,4,13.817843368421054,3.9194212499999996,8.463032266371043,0.0,0,0,1.0,1.0,13.202222222222222,14.47388888888889,8.510555555555555,70.21111111111111,4.911111111111111,167.0388888888889,169.4586,119.72005227053334,119.00048961843332,162.3804876452785,13.360146789473683,169.51886666666667,260.8712100918797,13.492645,166.9685,255.76956,0,106.88117431578947,7628.349,19565.340756890975,27300.570931206763,107.94116,7513.583,19182.717,26804.242,496.3287437067629
14,11,6,4,13.360146789473683,3.7457095833333334,8.866955466721846,0.0,0,0,1.0,1.0,14.208333333333334,15.533333333333333,9.064444444444444,68.34444444444445,6.04,182.6888888888889,169.51886666666667,119.7726535421,119.0116572388,162.68119742361898,13.439866391752577,169.5309,228.25590752837607,13.490346,166.9685,229.07962,0,107.51893113402062,7628.8905,17119.193064628205,24855.60249576223,107.92277,7513.583,17180.97,24802.477,53.1259332622285
15,11,6,4,13.439866391752577,4.53164,9.228285097550861,0.0,0,0,1.0,1.0,13.645,15.307777777777778,9.424444444444445,69.41111111111111,8.195555555555556,226.78333333333333,169.5309,119.81482148033334,119.02020851036667,162.98192782931125,13.203551139896373,169.54291666666668,234.64264440649947,13.311916,166.9685,231.49525,0,105.62840911917098,7629.431250000001,17598.19833048746,25333.25798960663,106.49533,7513.583,17362.145,24982.223,351.0353333566309
16,11,6,4,13.203551139896373,5.0785695833333335,9.568258982099472,0.0,0,0,1.0,1.0,12.594444444444445,14.187777777777779,10.078888888888889,77.57777777777778,8.794444444444444,223.94444444444446,169.54291666666668,119.84160481366666,119.03939311526666,163.28311348537113,13.2379428125,169.63858333333334,220.5991310622782,13.117548,166.9685,224.53688,0,105.9035425,7633.736250000001,16544.934829670863,24284.574622170865,104.940384,7513.583,16840.266,24458.79,-174.21444032913496
17,11,6,4,13.2379428125,6.330792083333333,9.853688348418915,0.0,0,0,1.0,1.0,11.363333333333333,12.653888888888888,9.672222222222222,82.83333333333333,6.603333333333333,216.37222222222223,169.63858333333334,119.873988147,119.04630978193333,163.58447939936758,13.181096875,169.67578333333333,225.50640942273114,12.977415,166.9685,226.08453,0,105.448775,7635.41025,16912.980706704835,24653.839731704837,103.81932,7513.583,16956.34,24573.742,80.0975442048366
18,11,6,4,13.181096875,6.277514166666666,10.123148550666912,0.0,0,0,1.0,1.0,10.251111111111111,11.227222222222222,9.45888888888889,89.14444444444445,4.673333333333333,207.98333333333332,169.67578333333333,119.88697148033334,119.04980978193333,163.885889063364,12.744559020618556,169.68663333333333,227.829342511993,12.683499,166.9685,227.11073,0,101.95647216494845,7635.8985,17087.200688399473,24825.055660564423,101.467995,7513.583,17033.305,24648.355,176.7001918144233
19,11,6,4,12.744559020618556,5.907319583333333,10.382392057611357,0.0,0,0,1.0,1.0,9.164444444444444,10.601666666666667,9.337777777777777,92.0,6.8788888888888895,237.0888888888889,169.68663333333333,119.90552148033333,119.09534311526666,164.18705051307472,12.129163750000002,169.69046666666665,151.4406814188237,12.171348,166.9685,149.46407,0,97.03331000000001,7636.070999999999,11358.051106411776,19091.155416411777,97.37078,7513.583,11209.805,18820.758,270.39760391177697
20,11,6,4,12.129163750000002,5.545988333333334,10.6475603301808,0.0,0,0,1.0,1.0,8.805555555555555,10.575555555555557,9.265,91.70555555555555,8.48111111111111,245.54444444444445,169.69046666666665,119.93357402346668,119.10445978193334,164.488230018341,11.910026875,169.70261666666664,148.72403206760373,11.788222,167.06906,147.50476,0,95.280215,7636.6177499999985,11154.30240507028,18886.200370070277,94.30578,7518.108,11062.857,18675.271,210.92888569527713
21,11,6,4,11.910026875,5.678037916666667,10.885662429443402,0.0,0,0,1.0,1.0,8.908333333333333,10.581111111111111,9.208888888888888,91.35555555555555,7.823333333333333,251.87222222222223,169.70261666666664,119.9430573568,119.1067264486,164.78941815455966,11.392488298969072,169.70633333333333,78.32276134318079,11.575531,167.2055,76.86646,0,91.13990639175258,7636.785,5874.207100738559,13602.132007130313,92.60425,7524.2476,5764.985,13381.836,220.29606963031256
22,11,6,4,11.392488298969072,5.535932083333333,11.132984319634375,0.0,0,0,1.0,1.0,8.447777777777777,9.958333333333334,8.692777777777778,91.9888888888889,6.461111111111111,266.75555555555553,169.70633333333333,119.94989069013334,119.10769311526666,165.09110718363544,11.471657447916668,169.79145000000003,69.93154607496203,11.294538,167.2055,71.52474,0,91.77325958333334,7640.615250000001,5244.865955622152,12977.254465205486,90.3563,7524.2476,5364.3555,12978.959,-1.704519169514242
23,11,6,4,11.471657447916668,5.270081666666667,11.38037086745797,0.0,0,0,1.0,1.0,7.762222222222222,9.71111111111111,8.677777777777777,93.43333333333334,8.682777777777778,269.3222222222222,169.79145000000003,119.95272402346667,119.10920978193333,165.39279720477472,11.20735881443299,169.79313333333332,74.41539313468733,11.204795,167.2055,73.84535,0,89.65887051546392,7640.690999999999,5581.154485101551,13311.504355617013,89.63836,7524.2476,5538.4014,13152.287,159.21724624201306
0,12,6,5,11.20735881443299,3.078707083333333,11.68642789907347,0.0,0,0,1.0,1.0,8.036111111111111,9.731666666666667,8.848888888888888,94.26666666666667,7.5327777777777785,282.96666666666664,169.79313333333332,169.19931666666668,167.88605,165.6248705182668,10.424075842105262,206.87436666666665,25.0,10.43797,200.17052,24.57358,0,83.3926067368421,9309.3465,1875.0,11267.739106736843,83.50376,9007.673,1843.0184,10934.195,333.5437942368426
1,12,6,5,10.424075842105262,3.0728066666666667,11.986118641032533,0.0,0,0,1.0,1.0,8.097222222222221,9.693888888888889,8.83611111111111,94.37777777777778,6.953888888888889,288.0,206.87436666666665,169.20741666666666,167.94626666666667,165.8568142682668,10.26538447368421,206.91281666666666,25.0,10.265143,203.70348,25.939878,0,82.12307578947367,9311.07675,1875.0,11268.199825789474,82.12115,9166.656,1945.4908,11194.269,73.93127110197383
2,12,6,5,10.26538447368421,3.008987916666667,12.28560416195676,0.0,0,0,1.0,1.0,7.8244444444444445,9.331111111111111,8.770555555555555,96.3,6.453888888888889,282.7944444444444,206.91281666666666,169.21036666666666,167.96450000000002,166.0888388714414,10.196640418848167,206.94463333333334,25.586401490758583,10.156613,203.70348,25.486128,0,81.57312335078534,9312.5085,1918.9801118068938,11313.061735157678,81.25291,9166.656,1911.4596,11159.369,153.6925945326784
3,12,6,5,10.196640418848167,9.874280980392157,12.285734234139001,0.0,0,0,1.0,1.0,7.951666666666666,9.557777777777778,9.171111111111111,97.25555555555556,7.403333333333332,281.15,206.94463333333334,169.2104666666667,167.96966666666668,166.3210093079493,9.877402712765958,206.9743,25.0,9.908198,203.70348,25.127548,0,79.01922170212767,9313.8435,1875.0,11267.86272170213,79.26559,9166.656,1884.5662,11130.488,137.37444045212942
4,12,6,5,9.877402712765958,10.806233121693122,12.269753054766534,0.0,0,0,1.0,1.0,6.971666666666666,9.206666666666667,8.792222222222222,97.10555555555555,10.184444444444445,282.85,206.9743,169.31408333333331,167.96966666666668,166.55340692699696,10.422684816753927,207.01246666666665,25.0,10.202939,203.70348,25.463774,0,83.38147853403142,9315.561,1875.0,11273.94247853403,81.62351,9166.656,1909.7831,11158.0625,115.87997853403067
5,12,6,5,10.422684816753927,10.899026753926702,12.24176317048834,0.0,0,0,1.0,1.0,6.609999999999999,8.699444444444444,8.399444444444445,97.80555555555556,8.953333333333333,289.50555555555553,207.01246666666665,169.3311,167.97016666666667,166.78601585556837,10.22726953125,207.04846666666666,28.427102601992544,10.327315,203.70348,26.342264,0,81.81815625,9317.180999999999,2132.0326951494408,11531.031851399439,82.61852,9166.656,1975.6698,11224.944,306.0875154619389
6,12,6,5,10.22726953125,12.418066510416667,12.17187366895782,0.0,0,0,1.0,1.0,7.053333333333333,8.84388888888889,8.605555555555556,98.21111111111111,7.716666666666667,247.53333333333333,207.04846666666666,169.33593333333334,167.97033333333334,167.0187983952509,10.74071847368421,207.0778,25.0,10.648221,203.70348,25.81265,0,85.92574778947368,9318.501,1875.0,11279.426747789474,85.18577,9166.656,1935.9489,11187.791,91.63573216447367
7,12,6,5,10.74071847368421,13.6881922513089,12.052432466246758,0.0,0,0,1.0,1.0,6.492777777777778,8.500555555555556,8.202222222222222,98.0,8.358888888888888,251.76111111111112,207.0778,169.33626666666666,168.06813333333332,167.25130206588585,10.821603386243387,207.12875,25.0,10.82351,203.70348,25.010084,0,86.5728270899471,9320.79375,1875.0,11282.366577089948,86.58808,9166.656,1875.7563,11129.0,153.3665770899479
8,12,6,5,10.821603386243387,13.617315052083333,11.910270046748577,0.0,0,0,1.0,1.0,7.035,8.733888888888888,8.47888888888889,98.28888888888889,7.073333333333333,252.27777777777777,207.12875,169.3366,168.08240000000004,167.48413172858426,10.205416984126984,207.19778333333335,73.8882769747555,10.357622,203.70348,73.2952,0,81.64333587301587,9323.90025,5541.620773106662,14947.164358979679,82.86098,9166.656,5497.1396,14746.657,200.50713241717858
9,12,6,5,10.205416984126984,13.9337025,11.740940694774892,0.0,0,0,1.0,1.0,7.886111111111111,10.048333333333334,9.61,97.2611111111111,10.966111111111111,293.7611111111111,207.19778333333335,169.3366,168.11296666666667,167.71741496271122,9.869798052631578,207.30455,66.58435217020114,9.949315,203.70348,67.90383,0,78.95838442105263,9328.70475,4993.8264127650855,14401.489547186138,79.59452,9166.656,5092.7876,14339.039,62.450484686138225
